States,abbrv,State Rank,State Score,State Rating,SDG01, SDG01_color, SDG01_RANK, SDG02, SDG02_color, SDG02_RANK, SDG03, SDG03_color, SDG03_RANK, SDG04, SDG04_color, SDG04_RANK, SDG05, SDG05_color, SDG05_RANK, SDG06, SDG06_color, SDG06_RANK, SDG07, SDG07_color, SDG07_RANK, SDG08, SDG08_color, SDG08_RANK, SDG09, SDG09_color, SDG09_RANK, SDG10, SDG10_color, SDG010_RANK, SDG11, SDG11_color, SDG11_RANK, SDG12, SDG12_color, SDG012_RANK, SDG13, SDG13_color, SDG013_RANK, SDG15, SDG15_color, SDG015_RANK, SDG16, SDG16_color, SDG016_RANK,01.01_affordablehousing,01.01_affordablehousing_RATING,01.02_doccost,01.02_doccost_RATING,01.03_famleave,01.03_famleave_RATING,01.04_perpovline,01.04_perpovline_RATING,01.05_sickleave,01.05_sickleave_RATING,01.06_TANFpov,01.06_TANFpov_RATING,01.07_workingpoor,01.07_workingpoor_RATING,02.01_elderfood,02.01_elderfood_RATING,02.02_fooddesert,02.02_fooddesert_RATING,02.03_foodinsc,02.03_foodinsc_RATING,02.04_obesity,02.04_obesity_RATING,02.05_pesticide,02.05_pesticide_RATING,02.06_ruralinfra,02.06_ruralinfra_RATING,02.07_WICcoverage,02.07_WICcoverage_RATING,03.01_fertilityrate,03.01_fertilityrate_RATING,03.02_HIVrate,03.02_HIVrate_RATING,03.03_hpsa,03.03_hpsa_RATING,03.04_infantmort,03.04_infantmort_RATING,03.05_lifeexp,03.05_lifeexp_RATING,03.06_matmort,03.06_matmort_RATING,03.07_NCD,03.07_NCD_RATING,03.08_overdose,03.08_overdose_RATING,03.09_SmokingRate,03.09_SmokingRate_RATING,03.10_suicide,03.10_suicide_RATING,03.11_TB,03.11_TB_RATING,03.12_trafficdeath,03.12_trafficdeath_RATING,03.13_vaxcombo,03.13_vaxcombo_RATING,03.14_wellbeing,03.14_wellbeing_RATING,04.01_bachelors,04.01_bachelors_RATING,04.02_collegedebt,04.02_collegedebt_RATING,04.03_CTE,04.03_CTE_RATING,04.04_hsgradrate,04.04_hsgradrate_RATING,04.05_preschool,04.05_preschool_RATING,04.06_BasicReading,04.06_BasicReading_RATING,05.01_contradesertpov,05.01_contradesertpov_RATING,05.02_fem_laborforce,05.02_fem_laborforce_RATING,05.03_hatecrimelaw,05.03_hatecrimelaw_RATING,05.04_pergovwomen,05.04_pergovwomen_RATING,05.05_sexualviolence,05.05_sexualviolence_RATING,05.06_wagegap,05.06_wagegap_RATING,05.07_wbusiness,05.07_wbusiness_RATING,06.01_DamSafety,06.01_DamSafety_RATING,06.02_IncompletePlumbing,06.02_IncompletePlumbing_RATING,06.03_waterstress,06.03_waterstress_RATING,06.04_WaterViolations,06.04_WaterViolations_RATING,07.01_co2intensity_mt,07.01_co2intensity_mt_RATING,07.02_EnergyBurden,07.02_EnergyBurden_RATING,07.03_EnergyEfficiency,07.03_EnergyEfficiency_RATING,07.04_RenewableConsum,07.04_RenewableConsum_RATING,07.05_RenewableProduction,07.05_RenewableProduction_RATING,08.01_banking,08.01_banking_RATING,08.02_employdiscrim,08.02_employdiscrim_RATING,08.03_employment,08.03_employment_RATING,08.04_neets,08.04_neets_RATING,08.05_realGDPgrowth,08.05_realGDPgrowth_RATING,08.06_unbanked,08.06_unbanked_RATING,08.07_unemployment,08.07_unemployment_RATING,08.08_workfatality,08.08_workfatality_RATING,09.01_article_output,09.01_article_output_RATING,09.02_broadband,09.02_broadband_RATING,09.03_DeficientBridges,09.03_DeficientBridges_RATING,09.04_internetuse,09.04_internetuse_RATING,09.05_Patents,09.05_Patents_RATING,09.06_PoorRoads,09.06_PoorRoads_RATING,09.07_RDperGDP,09.07_RDperGDP_RATING,09.08_STEMjobs,09.08_STEMjobs_RATING,10.01_disabilitysupport,10.01_disabilitysupport_RATING,10.02_gini,10.02_gini_RATING,10.03_hateconcen,10.03_hateconcen_RATING,10.04_PollutionBurden,10.04_PollutionBurden_RATING,10.05_racismindex,10.05_racismindex_RATING,10.06_uninsured,10.06_uninsured_RATING,11.01_Commute,11.01_Commute_RATING,11.02_Overcrowding,11.02_Overcrowding_RATING,11.03_ParkAccess,11.03_ParkAccess_RATING,11.04_pm25,11.04_pm25_RATING,11.05_rentgrapi,11.05_rentgrapi_RATING,12.01_ChemicalPollution,12.01_ChemicalPollution_RATING,12.02_Leadcapita,12.02_Leadcapita_RATING,12.03_NOcapita,12.03_NOcapita_RATING,12.04_RecyclingIndex,12.04_RecyclingIndex_RATING,12.05_SO2capita,12.05_SO2capita_RATING,12.06_VOCcapita,12.06_VOCcapita_RATING,13.01_BuildingCodes,13.01_BuildingCodes_RATING,13.02_ClimAlliance,13.02_ClimAlliance_RATING,13.03_ClimateAware,13.03_ClimateAware_RATING,13.04_ClimatePlan,13.04_ClimatePlan_RATING,13.05_co2_capita,13.05_co2_capita_RATING,13.06_co2price,13.06_co2price_RATING,13.07_FEMAcoverage,13.07_FEMAcoverage_RATING,13.08_weathercosts,13.08_weathercosts_RATING,13.09_weatherinjury,13.09_weatherinjury_RATING,15.01_forest_change,15.01_forest_change_RATING,15.02_InvasiveManagement,15.02_InvasiveManagement_RATING,15.03_noncarbonfootprint,15.03_noncarbonfootprint_RATING,15.04_ProtectedArea,15.04_ProtectedArea_RATING,16.01_IncarcerationRate,16.01_IncarcerationRate_RATING,16.02_integrity,16.02_integrity_RATING,16.03_JailAdmission,16.03_JailAdmission_RATING,16.04_JusticeIndex,16.04_JusticeIndex_RATING,16.05_LegalClimate,16.05_LegalClimate_RATING,16.06_murderrate,16.06_murderrate_RATING,16.07_voting,16.07_voting_RATING
Montana,MT,24,47.9,1,22.8,0,27,40.1,1,24,51.2,1,31,46.8,2,26,25.2,1,37,78.0,3,13,45.4,1,19,63.3,2,16,31.1,1,42,37.4,0,32,52.6,2,3,55.5,0,45,49.4,0,28,80.5,2,3,38.6,0,18,44,1,11.3,1,0,0,13.3,2,0,0,16.8,0,3.0,1,6.3,2,22.5,1,12.9,1,25.1,3,32.0,2,45.3,1,39.1,0,23.7,1,66.1,3,38.4,0,6.1,1,78.9,2,0.35,1,365.9,2,13.8,2,18.5,1,23.6,0,0.3,3,15.7,0,75.0,0,62.6,2,32.1,1,60,1,77.0,1,85.6,2,44.0,1,82.4,3,91.4,0,95.6,2,2,1,28.0,1,41.4,0,73.1,1,38.8,1,92.8,3,0.47,3,0.037,3,16.8,2,0.591,1,22,0,9.6,1,30.6,3,10.6,1,4.9,2,4.3,3,74.9,2,13.2,1,1.56,1,4.0,2,4.7,2,5.6,1,527.7,0,63.8,1,8.8,2,76.7,1,9.9,1,10,3,1.0,1,5.2,1,55.7,0,0.467,0,0.96,0,-0.2,3,25.9,2,8.1,1,7.3,1,2.2,2,58,2,6.0,3,43.6,1,236.4,2,0.0058,0,100.6,0,0,0,22.3,0,169.6,0,41,1,0,0,66.1,1,1,3,31.3,0,0.0,0,90.2,3,0.0064,3,0.76,2,1.4,1,1.00,3,9.6,3,8.4,2,812.2,0,64,1,6769.7,0,33.1,1,68.7,2,3.5,0,65.9,2
Nebraska,NE,19,50.1,2,24.3,0,25,34.7,1,32,70.8,2,4,47.4,2,23,31.6,1,24,83.8,3,5,50.2,1,17,85.1,3,1,39.1,2,36,36.9,1,33,41.3,1,23,62.1,0,38,38.8,0,38,59.9,0,21,46.2,1,7,41,1,12.1,1,0,0,11.4,2,0,0,19.9,0,2.8,1,7.1,2,18.1,1,14.7,1,31.6,1,35.8,1,49.3,1,51.5,1,19.1,2,131.6,2,56.0,1,5.4,1,79.4,2,0.28,2,355.7,2,6.9,3,17.0,2,11.9,2,1.0,2,7.9,2,89.2,3,62.1,2,37.4,2,61,1,63.4,0,89.3,3,42.8,1,81.5,3,97.3,0,95.6,2,3,2,26.5,1,37.2,1,77.5,1,38.3,1,95.8,3,0.29,3,0.278,3,9.2,2,0.629,1,26,0,8.5,1,18.6,2,71.3,2,6.2,3,5.3,3,80.4,3,8.1,3,2.24,2,5.1,2,3.2,3,5.0,2,852.7,2,66.6,2,15.4,0,81.5,2,8.4,1,10,3,1.0,1,5.7,1,62.0,1,0.448,1,0.26,2,2.1,1,53.4,1,8.6,1,4.0,0,2.1,2,40,1,7.0,2,44.1,1,232.5,2,0.0038,1,84.5,0,1,0,31.8,0,52.1,2,76,2,0,0,64.4,1,0,0,26.7,0,0.0,0,91.0,3,0.1946,0,0.64,2,-2.8,0,1.00,3,17.6,3,1.0,0,658.0,0,67,1,5820.0,0,37.0,1,73.5,3,2.6,1,66.8,2
Nevada,NV,31,44.8,1,15.3,0,40,56.6,2,3,47.6,1,36,33.6,0,45,41.4,2,7,84.4,3,4,66.9,2,7,36.7,1,43,49.7,2,21,32.8,0,42,37.2,1,31,62.6,0,37,51.3,0,27,33.8,0,46,22.1,0,46,15,0,16.0,0,0,0,13.8,1,0,0,22.2,0,3.0,1,6.0,2,14.3,2,12.1,1,25.5,3,16.1,3,59.3,2,53.6,1,24.2,1,371.0,1,51.2,1,5.6,1,78.1,1,0.28,2,444.2,1,20.4,1,16.5,2,18.6,0,2.7,1,10.9,2,82.0,1,60.2,0,22.7,0,52,2,95.1,3,73.6,0,39.8,1,70.5,0,98.4,0,93.1,1,4,3,38.1,2,39.2,1,80.9,2,42.0,2,85.1,3,0.33,3,0.090,3,4.2,3,0.365,2,20,0,5.2,2,13.1,2,97.9,3,2.4,0,34.9,1,72.0,1,14.0,1,2.39,2,8.9,1,8.1,0,4.7,2,717.0,1,67.3,2,1.6,3,84.6,3,26.1,3,13,2,0.4,0,3.4,0,65.0,1,0.458,0,0.14,2,4.1,0,34.7,2,11.4,0,6.1,1,4.1,1,65,3,9.1,1,49.8,1,2885.9,0,0.0024,2,27.6,2,1,0,5.2,3,30.7,2,91,3,0,0,70.3,2,1,3,12.2,0,0.0,0,83.5,2,0.0189,3,5.86,0,-7.8,0,0.33,1,156.1,0,15.2,3,1044.1,0,57,0,7376.2,0,23.9,0,66.6,1,7.6,0,60.5,1
New Hampshire,NH,9,54.9,2,33.6,0,13,44.3,1,19,69.0,2,5,47.4,2,22,32.0,1,23,82.8,3,6,58.6,2,10,81.3,3,2,65.9,2,5,53.6,2,3,40.7,0,24,74.8,2,25,62.3,2,16,23.8,0,50,53.5,1,2,30,0,10.3,1,0,0,7.3,3,0,0,25.3,0,0.9,3,7.0,2,25.8,0,9.6,2,26.0,2,30.7,2,64.3,2,42.7,0,9.3,3,107.6,2,56.7,1,4.6,2,79.9,2,0.19,3,340.2,2,34.3,0,18.0,1,15.0,1,1.4,2,8.6,2,91.0,3,62.8,3,41.6,3,74,0,69.6,1,88.2,2,48.4,1,85.0,3,91.9,0,95.6,2,3,2,28.8,1,38.7,1,83.1,2,33.4,0,95.6,3,0.55,2,0.007,3,5.0,3,0.131,3,34,0,4.5,2,19.3,2,34.7,1,4.2,2,4.2,3,78.9,3,7.6,3,1.87,2,1.8,3,4.0,3,3.1,2,775.9,1,77.5,3,12.2,1,86.9,3,30.6,3,9,3,3.1,2,6.9,2,82.1,3,0.430,1,0.45,1,1.1,2,34.4,2,5.9,2,4.0,0,1.3,3,17,0,5.9,3,44.4,1,29.2,3,0.0034,1,26.0,2,1,0,5.8,3,27.9,2,89,3,0,0,68.3,1,1,3,11.4,0,3.8,1,93.6,3,0.0087,3,1.06,1,-1.5,0,0.00,0,88.6,1,5.3,1,476.0,0,61,1,2344.1,0,36.4,1,73.9,3,1.3,3,69.0,2
New Jersey,NJ,14,52.7,2,53.3,2,3,52.5,2,6,63.2,2,16,61.8,2,3,33.6,1,22,64.0,2,35,46.4,0,18,50.8,2,29,48.5,2,24,26.8,0,49,48.7,1,9,86.7,3,6,71.7,2,8,39.5,0,43,43.3,0,13,29,0,12.8,1,1,3,10.4,3,1,3,19.7,0,2.0,2,7.4,2,22.2,1,11.1,1,26.5,2,19.9,3,70.8,3,52.4,1,11.0,3,473.7,0,54.9,1,4.9,2,80.2,3,0.58,0,334.9,2,16.3,2,14.0,3,7.9,3,3.1,1,6.2,3,84.3,2,61.5,1,44.5,3,61,1,72.7,1,90.1,3,63.1,2,80.0,2,100.0,0,93.7,1,4,3,30.8,2,37.5,1,81.2,2,35.3,1,99.1,3,0.29,3,0.404,2,50.1,0,0.271,2,23,0,4.5,2,3.7,0,12.6,1,4.0,1,21.1,2,74.8,2,11.8,2,0.88,1,7.4,1,6.7,1,3.7,2,904.6,2,74.7,3,9.0,2,79.2,1,21.0,2,38,0,2.8,2,6.4,2,65.8,1,0.481,0,0.17,2,4.0,0,68.5,0,8.0,1,14.6,3,3.1,1,55,2,8.5,1,51.8,0,1429.8,1,0.0009,3,15.9,3,3,2,1.2,3,17.8,3,47,1,1,3,75.1,3,1,3,12.5,0,0.0,0,92.7,3,0.0032,3,1.36,1,1.4,1,0.00,0,523.1,0,14.2,3,564.9,0,65,1,2108.7,0,39.0,1,63.8,1,4.2,0,61.5,1
New Mexico,NM,42,39.7,0,11.5,0,47,22.9,0,44,42.8,0,40,18.1,0,50,46.1,2,2,46.8,2,49,30.2,0,37,22.2,0,48,44.8,1,27,48.2,2,8,43.8,1,20,76.4,0,22,55.6,0,23,63.7,2,17,22.1,0,45,45,1,12.8,1,0,0,19.8,0,0,0,22.5,0,5.1,0,12.7,0,31.2,0,17.6,0,28.5,2,37.3,1,55.8,1,45.7,0,29.8,0,186.5,2,23.0,0,5.7,1,77.8,1,0.36,1,367.1,2,25.3,0,16.6,2,21.3,0,1.8,2,18.2,0,83.4,2,61.6,2,23.7,0,55,2,67.0,0,71.0,0,41.9,1,65.1,0,91.4,0,94.9,2,4,3,30.4,2,37.8,1,82.0,2,45.4,3,38.7,0,1.02,1,0.032,3,20.4,2,0.703,0,22,0,7.8,1,6.5,1,1.3,0,3.2,0,44.2,0,66.5,0,16.3,0,0.80,1,9.4,1,6.8,1,6.9,1,769.5,1,56.7,0,6.5,2,76.0,0,12.7,1,26,1,6.5,3,6.1,2,63.0,1,0.477,0,0.10,3,0.5,3,36.0,2,9.2,1,4.1,0,4.1,1,59,2,5.7,3,47.5,1,159.4,2,0.0019,2,81.4,0,2,1,6.8,2,118.5,0,97,3,0,0,70.9,2,1,3,24.1,0,0.0,0,80.8,2,0.1022,0,0.87,2,0.0,1,1.00,3,46.2,2,5.5,1,1037.2,0,61,1,12125.1,0,50.6,3,68.2,1,6.7,0,54.8,0
New York,NY,11,54.7,2,39.1,1,9,57.3,2,1,59.5,2,22,55.4,2,7,37.4,1,15,73.5,2,22,57.9,2,11,50.0,1,30,42.4,1,30,31.4,0,47,51.6,0,5,87.0,3,5,80.7,2,1,53.6,0,32,44.0,1,11,35,0,11.2,1,1,3,14.7,1,0,0,42.7,2,2.7,2,7.3,2,10.9,2,12.5,1,25.0,3,22.1,3,67.4,2,54.7,1,13.2,3,768.8,0,41.8,0,5.2,1,80.5,3,0.52,0,350.5,2,13.6,2,14.2,2,8.1,3,4.1,0,4.9,3,85.3,2,61.7,2,44.5,3,58,2,86.8,2,80.4,1,58.4,2,72.9,1,98.8,0,94.7,2,3,2,28.2,1,35.5,1,89.1,2,38.9,1,96.9,3,0.39,3,0.972,1,8.2,2,0.232,3,28,0,2.9,3,11.1,1,44.1,2,3.4,1,18.9,2,72.6,1,12.1,1,1.00,1,8.0,1,6.3,1,2.0,3,995.3,2,70.8,2,11.0,1,76.5,1,23.0,2,28,1,1.5,1,5.3,1,76.0,2,0.513,0,0.24,2,7.9,0,60.3,0,6.1,2,35.0,3,5.3,0,57,2,7.2,2,52.9,0,297.7,2,0.0008,3,15.2,3,2,1,2.4,3,19.0,3,89,3,1,3,77.0,3,1,3,8.5,0,3.8,1,87.1,2,0.0037,3,0.50,3,-0.4,0,1.00,3,142.9,0,9.2,2,569.8,0,61,1,1686.1,1,39.1,1,68.4,1,3.2,0,57.2,1
North Carolina,NC,32,44.0,1,15.4,0,39,32.6,1,36,51.7,1,30,39.9,1,35,27.9,1,31,69.7,2,27,42.2,1,24,42.9,1,36,49.6,2,22,36.2,1,35,32.4,0,39,79.1,2,17,72.7,2,7,31.2,1,47,36.6,0,22,46,1,16.2,0,0,0,15.4,1,0,0,7.0,0,3.2,1,11.6,0,17.5,1,15.1,1,31.5,1,34.0,1,60.1,2,51.1,1,21.8,1,354.9,1,47.2,0,7.6,0,77.9,1,0.32,1,426.9,1,15.8,2,17.9,1,12.8,2,2.1,2,12.3,1,83.7,2,61.8,2,32.9,1,58,2,68.9,1,85.9,2,42.1,1,71.7,1,98.9,0,93.6,1,2,1,24.7,1,31.9,1,81.9,2,39.7,1,42.9,0,0.32,3,0.050,3,10.5,2,0.401,2,34,0,5.7,2,8.0,1,27.6,1,3.6,1,43.1,0,70.7,1,13.0,1,2.01,2,7.7,1,6.8,1,3.9,2,1025.8,3,65.8,1,9.9,1,78.3,1,17.8,2,13,2,2.4,2,6.2,2,64.3,1,0.478,0,0.31,1,1.7,2,43.3,2,10.4,1,3.1,0,2.3,2,23,0,7.8,2,46.9,1,1130.3,1,0.0014,2,28.1,2,2,1,6.5,2,32.5,2,73,2,1,3,68.9,2,1,3,12.0,0,0.0,0,97.9,3,0.0465,2,0.41,3,1.3,1,0.00,0,71.1,1,3.8,1,812.6,0,65,1,6009.2,0,42.7,2,68.2,1,6.7,0,67.5,2
North Dakota,ND,28,46.3,1,30.1,0,14,41.3,1,21,61.6,2,18,54.9,2,8,22.4,1,41,80.4,3,9,22.4,0,45,72.8,2,9,40.3,1,34,50.8,0,5,49.0,2,7,20.0,0,50,34.8,0,41,74.8,2,6,38.2,0,20,48,1,8.2,2,0,0,10.7,2,0,0,8.1,0,1.9,2,3.4,3,23.2,1,8.8,2,31.7,1,32.0,2,56.5,1,39.7,0,20.3,2,53.4,3,35.8,0,6.3,1,79.8,2,0.29,1,352.2,2,8.6,3,19.8,1,16.4,1,1.9,2,11.5,1,81.7,1,63.1,3,36.4,2,NA,4,91.6,3,87.5,2,28.6,0,80.3,2,87.7,0,95.4,2,2,1,18.4,0,30.8,1,74.2,1,35.4,1,85.7,3,0.32,3,0.313,2,7.5,2,0.788,0,36,0,11.9,0,18.2,2,3.9,0,7.1,3,10.7,2,80.9,3,7.8,3,0.59,1,3.0,3,2.2,3,9.5,0,988.2,2,70.3,2,15.0,0,81.7,2,7.7,0,9,3,0.8,1,4.8,1,57.9,0,0.453,0,0.13,2,-0.2,3,41.9,2,7.0,2,4.5,0,2.1,2,38,1,4.2,3,39.6,2,524.1,2,0.0083,0,213.3,0,2,1,76.4,0,678.6,0,51,1,0,0,62.2,0,0,0,75.7,0,0.0,0,83.7,2,0.0592,2,0.57,2,7.5,3,1.00,3,17.4,3,2.1,0,601.4,0,59,0,8883.0,0,27.0,0,71.5,2,2.0,2,64.2,1
Ohio,OH,36,42.3,1,24.0,0,26,38.9,1,26,43.9,1,39,40.2,1,34,23.0,1,38,69.3,2,29,28.9,0,40,55.8,2,23,44.5,2,28,42.8,1,17,35.8,1,34,64.7,0,36,44.8,0,34,41.3,0,41,36.1,0,24,43,1,10.7,1,0,0,14.6,1,0,0,22.4,0,2.6,2,7.7,1,22.7,1,14.8,1,30.9,1,27.1,2,62.9,2,50.2,1,21.8,1,212.5,2,55.2,1,7.6,0,77.5,1,0.32,1,458.6,1,29.9,0,22.5,1,12.9,2,1.3,2,9.4,2,76.6,0,60.0,0,32.6,1,64,1,78.1,1,83.5,1,44.6,1,75.9,1,98.8,0,95.0,2,2,1,22.0,1,37.1,1,77.1,1,37.6,1,74.4,1,0.37,3,0.168,3,25.5,1,0.685,1,29,0,6.9,2,3.8,0,7.0,1,4.2,2,23.0,2,73.3,2,11.3,2,1.62,2,5.8,2,5.9,1,4.3,2,898.2,2,67.4,2,6.9,2,76.9,1,14.7,1,17,2,2.0,1,6.0,2,73.4,2,0.468,0,0.30,2,2.1,1,50.4,1,5.6,2,4.3,0,1.4,3,41,1,9.6,1,45.3,1,2361.4,0,0.0025,2,33.6,1,2,1,29.5,0,29.2,2,82,2,0,0,66.8,1,0,0,18.5,0,0.0,0,88.3,2,0.0101,3,0.25,3,-0.1,0,1.00,3,105.5,0,<1,0,924.5,0,68,1,5204.6,0,33.7,1,68.7,2,5.6,0,63.6,1
Oklahoma,OK,45,35.2,0,13.7,0,43,17.9,0,49,31.1,0,47,38.0,1,38,17.1,0,46,68.9,3,30,33.1,0,36,39.7,1,40,26.9,1,44,38.8,0,30,32.0,1,40,68.6,0,33,26.9,0,50,59.2,0,23,15.6,0,49,48,1,15.4,0,0,0,16.3,1,0,0,8.0,0,3.9,0,10.5,0,21.4,1,15.2,1,32.7,1,49.1,0,28.1,0,53.1,1,33.4,0,179.9,2,56.5,1,7.6,0,75.7,0,0.47,0,560.6,0,19.0,1,19.6,1,18.5,0,1.4,2,17.6,0,78.1,0,59.7,0,26.8,0,50,3,70.0,1,81.6,1,41.3,1,76.0,1,90.6,0,92.8,0,2,1,14.1,0,34.2,1,73.8,1,37.6,1,90.5,3,0.39,3,0.089,3,37.2,1,0.471,2,32,0,9.1,1,12.1,1,4.5,0,4.0,1,27.0,1,69.4,1,13.8,1,1.90,2,11.0,0,4.8,2,8.1,0,802.8,2,55.7,0,15.0,0,78.0,1,9.6,1,26,1,0.7,1,5.2,1,59.2,1,0.465,0,0.15,2,0.9,2,39.2,2,13.8,0,2.5,0,2.8,2,29,1,8.1,1,44.1,1,434.7,2,0.0030,2,81.5,0,2,1,25.6,0,110.0,0,88,2,0,0,63.1,0,0,0,26.0,0,0.0,0,72.4,1,0.2977,0,4.22,0,-2.8,0,1.00,3,27.7,2,2.4,0,1558.7,0,59,0,11133.6,0,28.2,1,68.3,1,6.2,0,56.6,1
Oregon,OR,5,58.3,2,36.8,1,10,39.7,1,25,61.2,2,19,35.8,1,43,38.9,1,11,77.7,3,16,86.2,2,1,56.7,2,20,66.4,2,3,48.6,2,6,51.9,2,4,79.7,2,15,75.2,2,5,77.5,2,5,42.6,0,14,26,0,11.0,1,0,0,13.3,2,1,3,37.0,1,3.1,1,6.2,2,15.3,2,14.6,1,28.4,2,42.0,0,58.8,2,53.0,1,16.6,2,193.7,2,54.5,1,5.1,1,79.5,2,0.21,3,349.2,2,12.0,2,16.2,2,17.5,1,1.7,2,11.5,1,74.5,0,61.1,1,34.9,2,58,2,72.2,1,74.8,0,45.9,1,78.8,2,98.2,0,94.0,1,4,3,33.3,2,47.5,0,79.3,1,42.6,2,83.3,2,0.43,3,0.013,3,14.0,2,0.136,3,24,0,4.8,2,45.4,3,99.8,3,3.7,1,7.1,3,72.6,1,12.2,1,2.02,2,5.1,2,6.8,1,3.4,2,626.4,1,70.6,2,5.3,2,86.1,3,31.4,3,11,2,3.3,2,7.0,2,72.4,2,0.458,0,0.27,2,1.6,2,36.5,2,6.2,2,10.8,3,3.2,1,68,3,6.8,2,51.4,0,174.6,2,0.0024,2,33.2,1,2,1,5.4,3,116.8,0,92,3,1,3,72.1,2,1,3,9.5,0,0.0,0,78.1,1,0.0127,3,0.32,3,-0.5,0,1.00,3,33.9,2,12.7,2,758.1,0,59,0,6573.0,0,48.9,2,70.4,2,2.8,1,66.3,2
Pennsylvania,PA,30,45.5,1,27.0,0,20,41.1,1,22,55.4,1,25,53.5,2,12,21.0,0,43,65.3,2,33,38.0,0,31,55.4,2,25,33.7,0,40,32.6,0,44,42.0,2,21,77.4,1,19,60.1,0,18,45.1,0,40,34.9,0,27,39,0,11.1,1,0,0,12.9,2,0,0,30.2,0,2.1,2,7.7,1,19.7,1,12.5,1,29.5,2,27.3,2,47.9,1,51.9,1,15.8,2,314.4,1,56.1,1,6.9,0,78.5,2,0.33,1,396.7,2,26.3,0,18.0,1,13.2,2,1.5,2,7.9,2,83.5,2,61.2,1,39.0,2,68,0,92.9,3,86.1,2,48.5,1,77.6,2,99.4,0,95.6,2,2,1,19.4,0,37.4,1,79.3,1,34.5,0,91.2,3,0.39,3,0.149,3,44.1,0,0.395,2,27,0,6.0,2,5.2,1,2.3,0,4.4,2,35.7,1,73.1,1,11.5,2,1.80,2,4.7,2,5.9,1,4.2,2,996.6,2,69.1,2,19.8,0,75.4,0,14.7,1,32,0,2.1,1,6.0,2,71.8,2,0.469,0,0.31,1,3.9,0,59.1,0,5.6,2,9.9,2,1.5,3,47,2,10.1,0,46.9,1,1240.5,1,0.0024,2,35.0,1,3,2,23.4,0,34.5,2,82,2,0,0,69.0,2,1,3,18.2,0,0.0,0,98.6,3,0.0048,3,0.15,3,0.7,1,1.00,3,110.2,0,2.5,0,997.5,0,58,0,2421.4,0,31.0,1,66.3,1,5.2,0,62.6,1
Rhode Island,RI,12,54.4,2,59.3,2,1,45.2,1,17,67.7,2,6,48.0,2,19,39.6,2,8,59.0,2,44,60.3,0,8,55.6,2,24,39.2,2,35,39.1,0,28,45.7,2,16,97.6,3,2,66.2,0,11,54.8,2,30,37.9,1,21,43,1,10.3,1,1,3,12.8,2,1,3,35.7,1,1.6,3,9.0,1,22.2,1,12.8,1,26.1,2,19.2,3,43.7,1,53.6,1,12.9,3,259.5,2,67.0,2,6.3,1,79.6,2,0.22,2,340.6,2,28.2,0,14.4,2,10.3,3,1.2,2,4.6,3,87.4,3,60.5,1,40.6,3,61,1,76.6,1,82.8,1,50.4,2,75.6,1,100.0,0,95.4,2,4,3,31.9,2,30.6,1,81.5,2,35.8,1,16.7,0,0.37,3,0.191,3,10.2,2,0.406,2,26,0,4.1,2,3.6,0,100.0,3,3.7,1,12.4,2,73.6,2,9.8,2,1.03,1,5.0,2,6.5,1,4.3,2,1381.9,3,73.3,3,24.9,0,80.1,2,15.3,1,54,0,2.6,2,5.8,1,65.2,1,0.478,0,0.09,3,3.4,0,52.0,1,4.3,3,7.0,1,1.8,2,52,2,7.5,2,48.5,1,285.4,2,0.0007,3,21.3,2,4,3,2.9,3,20.2,2,27,0,1,3,71.3,2,1,3,10.3,0,3.8,1,68.9,0,0.0014,3,0.06,3,2.9,2,1.00,3,413.3,0,6.3,1,NA,4,68,1,NA,4,42.1,2,69.9,2,2.7,1,60.6,1
South Carolina,SC,34,43.2,1,16.7,0,38,32.5,1,37,42.8,1,41,40.7,1,33,16.6,0,47,82.6,3,7,40.8,1,27,40.0,1,39,41.5,2,32,45.3,1,12,31.6,0,42,76.5,2,21,57.2,0,21,56.4,1,27,27.3,0,37,49,1,15.8,0,0,0,15.3,1,0,0,11.5,0,3.3,1,10.7,0,21.5,1,13.0,1,32.0,1,30.1,2,53.2,1,47.8,0,23.7,1,394.6,1,69.5,2,7.4,0,76.8,0,0.43,0,474.1,1,15.7,2,20.0,1,14.2,2,2.0,2,17.1,0,83.6,2,61.0,1,29.0,1,60,1,84.5,2,82.6,1,49.3,1,71.4,1,99.4,0,94.8,2,1,0,15.9,0,40.1,0,77.8,1,39.4,1,96.2,3,0.37,3,0.060,3,14.0,2,0.288,2,25,0,9.2,1,8.6,1,17.8,1,3.7,1,26.1,1,69.8,1,14.5,0,2.54,2,8.9,1,6.8,1,6.4,1,1009.1,3,61.5,1,10.3,1,80.1,2,14.0,1,16,2,1.1,1,4.8,1,74.5,2,0.474,0,0.24,2,0.7,2,46.7,1,10.0,1,3.1,0,1.7,2,17,0,7.8,2,48.8,1,1122.5,1,0.0019,2,33.5,1,2,1,9.9,2,43.0,2,84,2,0,0,66.9,1,1,3,15.0,0,0.0,0,91.9,3,0.1139,0,0.43,3,-1.4,0,1.00,3,55.9,1,4.2,1,975.6,0,60,1,6514.6,0,31.0,1,67.7,1,7.4,0,62.1,1
